route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
11638,1,3203953,WOODBERRY LIGHT RAIL STATION,,0,2000,139050,1,1
11638,1,3203954,WOODBERRY LIGHT RAIL STATION,,0,3000,139050,1,1
11638,1,3203955,WOODBERRY LIGHT RAIL STATION,,0,2000,139050,1,1
11638,1,3203956,WOODBERRY LIGHT RAIL STATION,,0,3001,139050,1,1
11638,1,3203957,WOODBERRY LIGHT RAIL STATION,,0,3000,139050,1,1
11638,1,3203958,WOODBERRY LIGHT RAIL STATION,,0,2001,139050,1,1
11638,1,3203959,WOODBERRY LIGHT RAIL STATION,,0,3001,139050,1,1
11638,1,3203960,WOODBERRY LIGHT RAIL STATION,,0,2002,139050,1,1
11638,1,3203961,WOODBERRY LIGHT RAIL STATION,,0,2005,139050,1,1
11638,1,3203962,WOODBERRY LIGHT RAIL STATION,,0,3001,139050,1,1
11638,1,3203963,WOODBERRY LIGHT RAIL STATION,,0,2002,139050,1,1
11638,1,3203964,WOODBERRY LIGHT RAIL STATION,,0,2005,139050,1,1
11638,1,3203965,WOODBERRY LIGHT RAIL STATION,,0,3001,139050,1,1
11638,1,3203966,WOODBERRY LIGHT RAIL STATION,,0,2002,139050,1,1
11638,1,3203967,WOODBERRY LIGHT RAIL STATION,,0,2005,139050,1,1
11638,1,3203968,WOODBERRY LIGHT RAIL STATION,,0,3001,139050,1,1
11638,1,3203969,WOODBERRY LIGHT RAIL STATION,,0,2002,139050,1,1
11638,1,3203970,WOODBERRY LIGHT RAIL STATION,,0,2005,139050,1,1
11638,1,3203971,WOODBERRY LIGHT RAIL STATION,,0,2004,139050,1,1
11638,1,3203972,WOODBERRY LIGHT RAIL STATION,,0,2002,139050,1,1
11638,1,3203973,WOODBERRY LIGHT RAIL STATION,,0,3002,139050,1,1
11638,1,3203974,WOODBERRY LIGHT RAIL STATION,,0,2004,139050,1,1
11638,1,3203975,WOODBERRY LIGHT RAIL STATION,,0,2003,139050,1,1
11638,1,3203976,WOODBERRY LIGHT RAIL STATION,,0,3002,139050,1,1
11638,1,3203977,WOODBERRY LIGHT RAIL STATION,,0,3003,139050,1,1
11638,1,3203978,WOODBERRY LIGHT RAIL STATION,,0,2003,139050,1,1
11638,1,3203979,WOODBERRY LIGHT RAIL STATION,,0,3002,139050,1,1
11638,1,3203980,WOODBERRY LIGHT RAIL STATION,,0,3003,139050,1,1
11638,1,3203981,WOODBERRY LIGHT RAIL STATION,,0,2003,139050,1,1
11638,1,3203982,WOODBERRY LIGHT RAIL STATION,,0,3002,139050,1,1
11638,1,3203983,WOODBERRY LIGHT RAIL STATION,,0,2003,139050,1,1
11638,1,3203984,HAMPDEN,,0,2005,139048,1,1
11638,1,3203985,CANTON CROSSING,,1,3000,139053,1,1
11638,1,3203986,CANTON CROSSING,,1,2000,139053,1,1
11638,1,3203987,CANTON CROSSING,,1,3000,139053,1,1
11638,1,3203988,CANTON CROSSING,,1,2000,139053,1,1
11638,1,3203989,CANTON CROSSING,,1,3001,139053,1,1
11638,1,3203990,CANTON CROSSING,,1,3000,139053,1,1
11638,1,3203991,CANTON CROSSING,,1,2005,139053,1,1
11638,1,3203992,CANTON CROSSING,,1,3001,139053,1,1
11638,1,3203993,CANTON CROSSING,,1,2002,139053,1,1
11638,1,3203994,CANTON CROSSING,,1,2005,139053,1,1
11638,1,3203995,CANTON CROSSING,,1,3001,139053,1,1
11638,1,3203996,CANTON CROSSING,,1,2002,139053,1,1
11638,1,3203997,CANTON CROSSING,,1,2005,139053,1,1
11638,1,3203998,CANTON CROSSING,,1,3001,139053,1,1
11638,1,3203999,CANTON CROSSING,,1,2002,139053,1,1
11638,1,3204000,CANTON CROSSING,,1,2005,139053,1,1
11638,1,3204001,CANTON CROSSING,,1,3001,139053,1,1
11638,1,3204002,CANTON CROSSING,,1,2002,139053,1,1
11638,1,3204003,CANTON CROSSING,,1,2005,139053,1,1
11638,1,3204004,CANTON CROSSING,,1,2004,139053,1,1
11638,1,3204005,CANTON CROSSING,,1,2002,139053,1,1
11638,1,3204006,CANTON CROSSING,,1,3002,139053,1,1
11638,1,3204007,CANTON CROSSING,,1,3003,139053,1,1
11638,1,3204008,CANTON CROSSING,,1,2003,139053,1,1
11638,1,3204009,CANTON CROSSING,,1,3002,139053,1,1
11638,1,3204010,CANTON CROSSING,,1,3003,139053,1,1
11638,1,3204011,CANTON CROSSING,,1,2003,139053,1,1
11638,1,3204012,CANTON CROSSING,,1,3002,139053,1,1
11638,1,3204013,CANTON CROSSING,,1,3002,139053,1,1
11638,1,3204014,CANTON CROSSING,,1,3003,139053,1,1
11638,1,3204015,CANTON CROSSING,,1,2003,139053,1,1
11638,1,3204016,CANTON CROSSING,,1,2004,139051,1,1
11639,1,3204149,MONDAWMIN METRO,,0,4000,139060,1,1
11639,1,3204150,MONDAWMIN METRO,,0,4001,139060,1,1
11639,1,3204151,MONDAWMIN METRO,,0,2056,139060,1,1
11639,1,3204152,MONDAWMIN METRO,,0,2055,139060,1,1
11639,1,3204153,MONDAWMIN METRO,,0,2053,139060,1,1
11639,1,3204154,MONDAWMIN METRO,,0,4002,139060,1,1
11639,1,3204155,MONDAWMIN METRO,,0,2057,139060,1,1
11639,1,3204156,MONDAWMIN METRO,,0,4003,139060,1,1
11639,1,3204157,MONDAWMIN METRO,,0,4001,139060,1,1
11639,1,3204158,MONDAWMIN METRO,,0,4004,139060,1,1
11639,1,3204159,MONDAWMIN METRO,,0,2052,139060,1,1
11639,1,3204160,MONDAWMIN METRO,,0,4005,139060,1,1
11639,1,3204161,MONDAWMIN METRO,,0,2054,139060,1,1
11639,1,3204162,MONDAWMIN METRO,,0,4006,139060,1,1
11639,1,3204163,MONDAWMIN METRO,,0,2058,139060,1,1
11639,1,3204164,MONDAWMIN METRO,,0,2055,139060,1,1
11639,1,3204165,MONDAWMIN METRO,,0,2053,139060,1,1
11639,1,3204166,MONDAWMIN METRO,,0,4002,139060,1,1
11639,1,3204167,MONDAWMIN METRO,,0,4017,139060,1,1
11639,1,3204168,MONDAWMIN METRO,,0,4003,139060,1,1
11639,1,3204169,MONDAWMIN METRO,,0,4001,139060,1,1
11639,1,3204170,MONDAWMIN METRO,,0,2070,139060,1,1
11639,1,3204171,MONDAWMIN METRO,,0,4005,139060,1,1
11639,1,3204172,MONDAWMIN METRO,,0,2054,139060,1,1
11639,1,3204173,MONDAWMIN METRO,,0,2058,139060,1,1
11639,1,3204174,MONDAWMIN METRO,,0,2053,139060,1,1
11639,1,3204175,MONDAWMIN METRO,,0,4002,139060,1,1
11639,1,3204176,MONDAWMIN METRO,,0,4017,139060,1,1
11639,1,3204177,MONDAWMIN METRO,,0,4003,139060,1,1
11639,1,3204178,MONDAWMIN METRO,,0,4001,139060,1,1
11639,1,3204179,MONDAWMIN METRO,,0,2070,139060,1,1
11639,1,3204180,MONDAWMIN METRO,,0,4005,139060,1,1
11639,1,3204181,MONDAWMIN METRO,,0,2054,139060,1,1
11639,1,3204182,MONDAWMIN METRO,,0,2058,139060,1,1
11639,1,3204183,MONDAWMIN METRO,,0,2053,139060,1,1
11639,1,3204184,MONDAWMIN METRO,,0,4002,139060,1,1
11639,1,3204185,MONDAWMIN METRO,,0,2064,139060,1,1
11639,1,3204186,MONDAWMIN METRO,,0,4015,139060,1,1
11639,1,3204187,MONDAWMIN METRO,,0,2072,139060,1,1
11639,1,3204188,MONDAWMIN METRO,,0,2061,139060,1,1
11639,1,3204189,MONDAWMIN METRO,,0,2070,139060,1,1
11639,1,3204190,MONDAWMIN METRO,,0,4016,139060,1,1
11639,1,3204191,MONDAWMIN METRO,,0,2065,139060,1,1
11639,1,3204192,MONDAWMIN METRO,,0,2062,139060,1,1
11639,1,3204193,MONDAWMIN METRO,,0,2059,139060,1,1
11639,1,3204194,MONDAWMIN METRO,,0,2063,139060,1,1
11639,1,3204195,MONDAWMIN METRO,,0,2071,139060,1,1
11639,1,3204196,MONDAWMIN METRO,,0,4007,139060,1,1
11639,1,3204197,MONDAWMIN METRO,,0,4008,139060,1,1
11639,1,3204198,MONDAWMIN METRO,,0,4009,139060,1,1
11639,1,3204199,MONDAWMIN METRO,,0,4015,139060,1,1
11639,1,3204200,MONDAWMIN METRO,,0,4010,139060,1,1
11639,1,3204201,MONDAWMIN METRO,,0,2069,139060,1,1
11639,1,3204202,MONDAWMIN METRO,,0,2067,139060,1,1
11639,1,3204203,MONDAWMIN METRO,,0,2053,139060,1,1
11639,1,3204204,MONDAWMIN METRO,,0,4016,139060,1,1
11639,1,3204205,MONDAWMIN METRO,,0,4014,139060,1,1
11639,1,3204206,MONDAWMIN METRO,,0,2062,139060,1,1
11639,1,3204207,MONDAWMIN METRO,,0,2060,139060,1,1
11639,1,3204208,MONDAWMIN METRO,,0,2071,139060,1,1
11639,1,3204209,MONDAWMIN METRO,,0,2063,139060,1,1
11639,1,3204210,MONDAWMIN METRO,,0,4007,139060,1,1
11639,1,3204211,MONDAWMIN METRO,,0,4008,139060,1,1
11639,1,3204212,MONDAWMIN METRO,,0,4015,139060,1,1
11639,1,3204213,MONDAWMIN METRO,,0,2066,139060,1,1
11639,1,3204214,MONDAWMIN METRO,,0,2067,139060,1,1
11639,1,3204215,MONDAWMIN METRO,,0,2062,139060,1,1
11639,1,3204216,MONDAWMIN METRO,,0,4007,139060,1,1
11639,1,3204217,MONDAWMIN METRO,,0,4015,139060,1,1
11639,1,3204218,MONDAWMIN METRO,,0,2066,139060,1,1
11639,1,3204219,MONDAWMIN METRO,,0,2067,139060,1,1
11639,1,3204220,MONDAWMIN METRO,,0,2062,139060,1,1
11639,1,3204221,MONDAWMIN METRO,,0,4013,139060,1,1
11639,1,3204222,MONDAWMIN METRO,,0,2066,139060,1,1
11639,1,3204223,MONDAWMIN METRO,,0,2062,139060,1,1
11639,1,3204224,MONDAWMIN METRO,,0,2066,139060,1,1
11639,1,3204225,MONDAWMIN METRO,,0,2062,139060,1,1
11639,1,3204226,MONDAWMIN METRO,,0,2052,139060,1,1
11639,1,3204227,MONDAWMIN METRO,,0,2050,139060,1,1
11639,1,3204228,MONDAWMIN METRO,,0,2051,139060,1,1
11639,1,3204229,MONDAWMIN METRO,,0,2051,139060,1,1
11639,1,3204230,MONDAWMIN METRO,,0,4017,139060,1,1
11639,1,3204231,COLDSTREAM,,0,2054,139054,1,1
11639,1,3204232,COLDSTREAM,,0,2505,139054,1,1
11639,1,3204233,MEDFIELD,,0,2469,139057,1,1
11639,1,3204234,MEDFIELD,,0,2468,139057,1,1
11639,1,3204235,COLD SPRING METRO,,0,2513,139058,1,1
11639,1,3204236,COLD SPRING METRO,,0,2512,139056,1,1
11639,1,3204237,BELAIR-EDISON,,0,2164,139055,1,1
11639,1,3204238,BELAIR-EDISON,,0,2415,139055,1,1
11639,1,3204239,BELAIR-EDISON,,0,2165,139055,1,1
11639,1,3204240,BELAIR-EDISON,,0,2209,139061,1,1
11639,1,3204241,PENN-NORTH METRO,,0,2053,139059,1,1
11639,1,3204242,COLD SPRING METRO,,0,2054,139056,1,1
11639,1,3204243,COLD SPRING METRO,,0,2060,139056,1,1
11639,1,3204244,HOPKINS BAYVIEW,,1,2050,139068,1,1
11639,1,3204245,HOPKINS BAYVIEW,,1,2051,139068,1,1
11639,1,3204246,HOPKINS BAYVIEW,,1,4002,139068,1,1
11639,1,3204247,HOPKINS BAYVIEW,,1,4003,139068,1,1
11639,1,3204248,HOPKINS BAYVIEW,,1,4004,139068,1,1
11639,1,3204249,HOPKINS BAYVIEW,,1,4005,139068,1,1
11639,1,3204250,HOPKINS BAYVIEW,,1,2056,139068,1,1
11639,1,3204251,HOPKINS BAYVIEW,,1,4006,139068,1,1
11639,1,3204252,HOPKINS BAYVIEW,,1,2051,139068,1,1
11639,1,3204253,HOPKINS BAYVIEW,,1,2053,139068,1,1
11639,1,3204254,HOPKINS BAYVIEW,,1,4002,139068,1,1
11639,1,3204255,HOPKINS BAYVIEW,,1,2057,139068,1,1
11639,1,3204256,HOPKINS BAYVIEW,,1,4017,139068,1,1
11639,1,3204257,HOPKINS BAYVIEW,,1,4003,139068,1,1
11639,1,3204258,HOPKINS BAYVIEW,,1,4001,139068,1,1
11639,1,3204259,HOPKINS BAYVIEW,,1,4004,139068,1,1
11639,1,3204260,HOPKINS BAYVIEW,,1,4005,139068,1,1
11639,1,3204261,HOPKINS BAYVIEW,,1,2070,139068,1,1
11639,1,3204262,HOPKINS BAYVIEW,,1,2054,139068,1,1
11639,1,3204263,HOPKINS BAYVIEW,,1,2058,139068,1,1
11639,1,3204264,HOPKINS BAYVIEW,,1,2053,139068,1,1
11639,1,3204265,HOPKINS BAYVIEW,,1,4002,139068,1,1
11639,1,3204266,HOPKINS BAYVIEW,,1,4017,139068,1,1
11639,1,3204267,HOPKINS BAYVIEW,,1,4003,139068,1,1
11639,1,3204268,HOPKINS BAYVIEW,,1,4001,139068,1,1
11639,1,3204269,HOPKINS BAYVIEW,,1,2070,139068,1,1
11639,1,3204270,HOPKINS BAYVIEW,,1,4005,139068,1,1
11639,1,3204271,HOPKINS BAYVIEW,,1,2054,139068,1,1
11639,1,3204272,HOPKINS BAYVIEW,,1,2058,139068,1,1
11639,1,3204273,HOPKINS BAYVIEW,,1,2053,139068,1,1
11639,1,3204274,HOPKINS BAYVIEW,,1,4002,139068,1,1
11639,1,3204275,HOPKINS BAYVIEW,,1,4017,139068,1,1
11639,1,3204276,HOPKINS BAYVIEW,,1,4003,139068,1,1
11639,1,3204277,HOPKINS BAYVIEW,,1,4001,139068,1,1
11639,1,3204278,HOPKINS BAYVIEW,,1,2070,139068,1,1
11639,1,3204279,HOPKINS BAYVIEW,,1,4005,139068,1,1
11639,1,3204280,HOPKINS BAYVIEW,,1,2065,139068,1,1
11639,1,3204281,HOPKINS BAYVIEW,,1,2059,139068,1,1
11639,1,3204282,HOPKINS BAYVIEW,,1,2063,139068,1,1
11639,1,3204283,HOPKINS BAYVIEW,,1,4007,139068,1,1
11639,1,3204284,HOPKINS BAYVIEW,,1,4008,139068,1,1
11639,1,3204285,HOPKINS BAYVIEW,,1,2064,139068,1,1
11639,1,3204286,HOPKINS BAYVIEW,,1,4015,139068,1,1
11639,1,3204287,HOPKINS BAYVIEW,,1,4010,139068,1,1
11639,1,3204288,HOPKINS BAYVIEW,,1,2072,139068,1,1
11639,1,3204289,HOPKINS BAYVIEW,,1,2061,139068,1,1
11639,1,3204290,HOPKINS BAYVIEW,,1,2070,139068,1,1
11639,1,3204291,HOPKINS BAYVIEW,,1,4016,139068,1,1
11639,1,3204292,HOPKINS BAYVIEW,,1,4014,139068,1,1
11639,1,3204293,HOPKINS BAYVIEW,,1,2062,139068,1,1
11639,1,3204294,HOPKINS BAYVIEW,,1,2060,139068,1,1
11639,1,3204295,HOPKINS BAYVIEW,,1,2071,139068,1,1
11639,1,3204296,HOPKINS BAYVIEW,,1,2063,139068,1,1
11639,1,3204297,HOPKINS BAYVIEW,,1,4007,139068,1,1
11639,1,3204298,HOPKINS BAYVIEW,,1,4008,139068,1,1
11639,1,3204299,HOPKINS BAYVIEW,,1,4009,139068,1,1
11639,1,3204300,HOPKINS BAYVIEW,,1,4015,139068,1,1
11639,1,3204301,HOPKINS BAYVIEW,,1,4010,139068,1,1
11639,1,3204302,HOPKINS BAYVIEW,,1,2069,139068,1,1
11639,1,3204303,HOPKINS BAYVIEW,,1,2067,139068,1,1
11639,1,3204304,HOPKINS BAYVIEW,,1,2053,139068,1,1
11639,1,3204305,HOPKINS BAYVIEW,,1,4014,139068,1,1
11639,1,3204306,HOPKINS BAYVIEW,,1,2062,139068,1,1
11639,1,3204307,HOPKINS BAYVIEW,,1,2071,139068,1,1
11639,1,3204308,HOPKINS BAYVIEW,,1,4007,139068,1,1
11639,1,3204309,HOPKINS BAYVIEW,,1,4015,139068,1,1
11639,1,3204310,HOPKINS BAYVIEW,,1,2066,139068,1,1
11639,1,3204311,HOPKINS BAYVIEW,,1,2067,139068,1,1
11639,1,3204312,HOPKINS BAYVIEW,,1,2062,139068,1,1
11639,1,3204313,HOPKINS BAYVIEW,,1,4013,139068,1,1
11639,1,3204314,HOPKINS BAYVIEW,,1,2066,139068,1,1
11639,1,3204315,HOPKINS BAYVIEW,,1,2067,139068,1,1
11639,1,3204316,HOPKINS BAYVIEW,,1,2062,139068,1,1
11639,1,3204317,HOPKINS BAYVIEW,,1,2066,139068,1,1
11639,1,3204318,HOPKINS BAYVIEW,,1,2062,139068,1,1
11639,1,3204319,HOPKINS BAYVIEW,,1,2066,139068,1,1
11639,1,3204320,HOPKINS BAYVIEW,,1,2055,139068,1,1
11639,1,3204321,HOPKINS BAYVIEW,,1,4000,139068,1,1
11639,1,3204322,HOPKINS BAYVIEW,,1,4001,139068,1,1
11639,1,3204323,HOPKINS BAYVIEW,,1,4001,139068,1,1
11639,1,3204324,HOPKINS BAYVIEW,,1,2052,139068,1,1
11639,1,3204325,HOPKINS BAYVIEW,,1,4000,139068,1,1
11639,1,3204326,HIGHLANDTOWN,,1,2506,139066,1,1
11639,1,3204327,HIGHLANDTOWN,,1,2763,139066,1,1
11639,1,3204328,HIGHLANDTOWN,,1,2766,139065,1,1
11639,1,3204329,HIGHLANDTOWN,,1,2067,139065,1,1
11639,1,3204330,HOPKINS BAYVIEW,,1,2053,139068,1,1
11639,1,3204331,HIGHLANDTOWN,,1,2307,139064,1,1
11639,1,3204334,JOSEPH LEE,,1,2670,139063,1,1
11639,1,3204335,JOSEPH LEE,,1,2070,139063,1,1
11639,1,3204336,JOSEPH LEE,,1,2050,139063,1,1
11639,1,3204337,HOPKINS BAYVIEW,,1,2664,139062,1,1
11639,1,3204338,GRACELAND PARK,,1,2768,139070,1,1
11639,1,3204339,HOPKINS BAYVIEW,,1,2659,139067,1,1
11639,1,3204340,HOPKINS BAYVIEW,,1,2069,139067,1,1
11640,1,3204523,PATAPSCO LR,,0,1012,139071,1,1
11640,1,3204524,PATAPSCO LR,,0,1010,139071,1,1
11640,1,3204525,PATAPSCO LR,,0,1015,139071,1,1
11640,1,3204526,PATAPSCO LR,,0,1001,139071,1,1
11640,1,3204527,PATAPSCO LR,,0,1013,139071,1,1
11640,1,3204528,PATAPSCO LR,,0,1009,139071,1,1
11640,1,3204529,PATAPSCO LR,,0,1002,139071,1,1
11640,1,3204530,PATAPSCO LR,,0,1006,139071,1,1
11640,1,3204531,PATAPSCO LR,,0,1007,139071,1,1
11640,1,3204532,PATAPSCO LR,,0,1000,139071,1,1
11640,1,3204533,PATAPSCO LR,,0,1008,139071,1,1
11640,1,3204534,PATAPSCO LR,,0,1001,139071,1,1
11640,1,3204535,PATAPSCO LR,,0,1003,139071,1,1
11640,1,3204536,PATAPSCO LR,,0,1009,139071,1,1
11640,1,3204537,PATAPSCO LR,,0,1005,139071,1,1
11640,1,3204538,PATAPSCO LR,,0,1006,139071,1,1
11640,1,3204539,PATAPSCO LR,,0,1007,139071,1,1
11640,1,3204540,PATAPSCO LR,,0,1000,139071,1,1
11640,1,3204541,PATAPSCO LR,,0,1008,139071,1,1
11640,1,3204542,PATAPSCO LR,,0,1001,139071,1,1
11640,1,3204543,PATAPSCO LR,,0,1003,139071,1,1
11640,1,3204544,PATAPSCO LR,,0,1009,139071,1,1
11640,1,3204545,PATAPSCO LR,,0,1005,139071,1,1
11640,1,3204546,PATAPSCO LR,,0,1006,139071,1,1
11640,1,3204547,PATAPSCO LR,,0,1007,139071,1,1
11640,1,3204548,PATAPSCO LR,,0,1000,139071,1,1
11640,1,3204549,PATAPSCO LR,,0,1008,139071,1,1
11640,1,3204550,PATAPSCO LR,,0,1001,139071,1,1
11640,1,3204551,PATAPSCO LR,,0,1000,139071,1,1
11640,1,3204552,PATAPSCO LR,,0,1006,139071,1,1
11640,1,3204553,PATAPSCO LR,,0,1003,139071,1,1
11640,1,3204554,PATAPSCO LR,,0,1004,139071,1,1
11640,1,3204555,PATAPSCO LR,,0,1000,139071,1,1
11640,1,3204556,PATAPSCO LR,,0,1006,139071,1,1
11640,1,3204557,PATAPSCO LR,,0,1005,139071,1,1
11640,1,3204558,PATAPSCO LR,,0,1009,139071,1,1
11640,1,3204559,PATAPSCO LR,,0,1003,139071,1,1
11640,1,3204560,PATAPSCO LR,,0,1004,139071,1,1
11640,1,3204561,PATAPSCO LR,,0,1008,139071,1,1
11640,1,3204562,PATAPSCO LR,,0,1000,139071,1,1
11640,1,3204563,PATAPSCO LR,,0,1007,139071,1,1
11640,1,3204564,PATAPSCO LR,,0,1006,139071,1,1
11640,1,3204565,PATAPSCO LR,,0,1005,139071,1,1
11640,1,3204566,PATAPSCO LR,,0,1009,139071,1,1
11640,1,3204567,PATAPSCO LR,,0,1003,139071,1,1
11640,1,3204568,PATAPSCO LR,,0,1006,139071,1,1
11640,1,3204569,PATAPSCO LR,,0,1002,139071,1,1
11640,1,3204570,PATAPSCO LR,,0,1016,139071,1,1
11640,1,3204571,PATAPSCO LR,,0,1013,139071,1,1
11640,1,3204572,PATAPSCO LR,,0,1011,139071,1,1
11640,1,3204573,PATAPSCO LR,,0,1015,139071,1,1
11640,1,3204574,PATAPSCO LR,,0,1012,139071,1,1
11640,1,3204575,PATAPSCO LR,,0,1014,139071,1,1
11640,1,3204576,PATAPSCO LR,,0,1013,139071,1,1
11640,1,3204577,PATAPSCO LR,,0,1016,139071,1,1
11640,1,3204578,PATAPSCO LR,,0,1014,139071,1,1
11640,1,3204579,PATAPSCO LR,,0,1011,139071,1,1
11640,1,3204580,PATAPSCO LR,,0,1012,139071,1,1
11640,1,3204581,PATAPSCO LR,,0,1013,139071,1,1
11640,1,3204582,PATAPSCO LR,,0,1014,139071,1,1
11640,1,3204583,PATAPSCO LR,,0,1011,139071,1,1
11640,1,3204584,PATAPSCO LR,,0,1012,139071,1,1
11640,1,3204585,PATAPSCO LR,,0,1014,139071,1,1
11640,1,3204586,PATAPSCO LR,,0,1013,139071,1,1
11640,1,3204587,PATAPSCO LR,,0,1010,139071,1,1
11640,1,3204588,MONTGOMERY PARK,,0,1505,139074,1,1
11640,1,3204589,MONDAWMIN METRO,,1,1015,139077,1,1
11640,1,3204590,MONDAWMIN METRO,,1,1011,139077,1,1
11640,1,3204591,MONDAWMIN METRO,,1,1013,139077,1,1
11640,1,3204592,MONDAWMIN METRO,,1,1009,139077,1,1
11640,1,3204593,MONDAWMIN METRO,,1,1002,139077,1,1
11640,1,3204594,MONDAWMIN METRO,,1,1006,139077,1,1
11640,1,3204595,MONDAWMIN METRO,,1,1007,139077,1,1
11640,1,3204596,MONDAWMIN METRO,,1,1010,139077,1,1
11640,1,3204597,MONDAWMIN METRO,,1,1008,139077,1,1
11640,1,3204598,MONDAWMIN METRO,,1,1001,139077,1,1
11640,1,3204599,MONDAWMIN METRO,,1,1009,139077,1,1
11640,1,3204600,MONDAWMIN METRO,,1,1003,139077,1,1
11640,1,3204601,MONDAWMIN METRO,,1,1005,139077,1,1
11640,1,3204602,MONDAWMIN METRO,,1,1006,139077,1,1
11640,1,3204603,MONDAWMIN METRO,,1,1007,139077,1,1
11640,1,3204604,MONDAWMIN METRO,,1,1000,139077,1,1
11640,1,3204605,MONDAWMIN METRO,,1,1008,139077,1,1
11640,1,3204606,MONDAWMIN METRO,,1,1001,139077,1,1
11640,1,3204607,MONDAWMIN METRO,,1,1003,139077,1,1
11640,1,3204608,MONDAWMIN METRO,,1,1009,139077,1,1
11640,1,3204609,MONDAWMIN METRO,,1,1005,139077,1,1
11640,1,3204610,MONDAWMIN METRO,,1,1006,139077,1,1
11640,1,3204611,MONDAWMIN METRO,,1,1007,139077,1,1
11640,1,3204612,MONDAWMIN METRO,,1,1000,139077,1,1
11640,1,3204613,MONDAWMIN METRO,,1,1008,139077,1,1
11640,1,3204614,MONDAWMIN METRO,,1,1001,139077,1,1
11640,1,3204615,MONDAWMIN METRO,,1,1003,139077,1,1
11640,1,3204616,MONDAWMIN METRO,,1,1006,139077,1,1
11640,1,3204617,MONDAWMIN METRO,,1,1003,139077,1,1
11640,1,3204618,MONDAWMIN METRO,,1,1008,139077,1,1
11640,1,3204619,MONDAWMIN METRO,,1,1000,139077,1,1
11640,1,3204620,MONDAWMIN METRO,,1,1007,139077,1,1
11640,1,3204621,MONDAWMIN METRO,,1,1006,139077,1,1
11640,1,3204622,MONDAWMIN METRO,,1,1005,139077,1,1
11640,1,3204623,MONDAWMIN METRO,,1,1009,139077,1,1
11640,1,3204624,MONDAWMIN METRO,,1,1003,139077,1,1
11640,1,3204625,MONDAWMIN METRO,,1,1001,139077,1,1
11640,1,3204626,MONDAWMIN METRO,,1,1008,139077,1,1
11640,1,3204627,MONDAWMIN METRO,,1,1000,139077,1,1
11640,1,3204628,MONDAWMIN METRO,,1,1007,139077,1,1
11640,1,3204629,MONDAWMIN METRO,,1,1006,139077,1,1
11640,1,3204630,MONDAWMIN METRO,,1,1005,139077,1,1
11640,1,3204631,MONDAWMIN METRO,,1,1009,139077,1,1
11640,1,3204632,MONDAWMIN METRO,,1,1010,139077,1,1
11640,1,3204633,MONDAWMIN METRO,,1,1012,139077,1,1
11640,1,3204634,MONDAWMIN METRO,,1,1006,139077,1,1
11640,1,3204635,MONDAWMIN METRO,,1,1002,139077,1,1
11640,1,3204636,MONDAWMIN METRO,,1,1016,139077,1,1
11640,1,3204637,MONDAWMIN METRO,,1,1013,139077,1,1
11640,1,3204638,MONDAWMIN METRO,,1,1010,139077,1,1
11640,1,3204639,MONDAWMIN METRO,,1,1012,139077,1,1
11640,1,3204640,MONDAWMIN METRO,,1,1014,139077,1,1
11640,1,3204641,MONDAWMIN METRO,,1,1014,139077,1,1
11640,1,3204642,MONDAWMIN METRO,,1,1004,139077,1,1
11640,1,3204643,MONDAWMIN METRO,,1,1000,139077,1,1
11640,1,3204644,MONDAWMIN METRO,,1,1014,139077,1,1
11640,1,3204645,MONDAWMIN METRO,,1,1013,139077,1,1
11640,1,3204646,MONDAWMIN METRO,,1,1011,139077,1,1
11640,1,3204647,MONDAWMIN METRO,,1,1012,139077,1,1
11640,1,3204648,MONDAWMIN METRO,,1,1013,139077,1,1
11640,1,3204649,MONDAWMIN METRO,,1,1014,139077,1,1
11640,1,3204650,MONDAWMIN METRO,,1,1012,139077,1,1
11640,1,3204651,MONDAWMIN METRO,,1,1004,139077,1,1
11640,1,3204652,MONDAWMIN METRO,,1,1011,139077,1,1
11640,1,3204653,MONDAWMIN METRO,,1,1011,139077,1,1
11640,1,3204654,MONDAWMIN METRO,,1,1015,139082,1,1
11640,1,3204655,HANLON PARK,,1,1004,139079,1,1
11641,1,3204783,ROGERS AVE METRO,,0,3025,139086,1,1
11641,1,3204784,ROGERS AVE METRO,,0,4150,139086,1,1
11641,1,3204785,ROGERS AVE METRO,,0,4151,139086,1,1
11641,1,3204786,ROGERS AVE METRO,,0,3026,139086,1,1
11641,1,3204787,ROGERS AVE METRO,,0,3027,139086,1,1
11641,1,3204788,ROGERS AVE METRO,,0,3034,139086,1,1
11641,1,3204789,ROGERS AVE METRO,,0,4155,139086,1,1
11641,1,3204790,ROGERS AVE METRO,,0,4153,139086,1,1
11641,1,3204791,ROGERS AVE METRO,,0,4251,139086,1,1
11641,1,3204792,ROGERS AVE METRO,,0,3028,139086,1,1
11641,1,3204793,ROGERS AVE METRO,,0,4151,139086,1,1
11641,1,3204794,ROGERS AVE METRO,,0,3026,139086,1,1
11641,1,3204795,ROGERS AVE METRO,,0,4154,139086,1,1
11641,1,3204796,ROGERS AVE METRO,,0,3029,139086,1,1
11641,1,3204797,ROGERS AVE METRO,,0,3030,139086,1,1
11641,1,3204798,ROGERS AVE METRO,,0,3033,139086,1,1
11641,1,3204799,ROGERS AVE METRO,,0,3028,139086,1,1
